time,open,high,low,close,volume
2024-05-20,2755.5549,3274.5119,2741.8821,3274.5119,0.0
2024-05-21,3249.2683,3386.358,3223.4362,3385.9425,0.0
2024-05-22,3368.4394,3374.3566,3220.795,3306.9446,0.0
2024-05-23,3303.9409,3484.5937,3284.1906,3421.5537,34365.5566
2024-05-24,3418.7265,3478.3334,3304.5541,3440.9797,200527.9812
2024-05-25,3435.2502,3476.0764,3421.0887,3448.7148,104278.2213
2024-05-26,3460.6512,3574.9355,3445.8719,3524.9514,416072.2
2024-05-27,3531.7527,3649.581,3531.0791,3573.7387,43014.8811
2024-05-28,3584.5534,3608.7023,3478.493,3568.0674,207603.978
2024-05-29,3549.4473,3570.6111,3447.8788,3467.0532,154351.8308
2024-05-30,3456.25,3498.0562,3407.8551,3440.3194,194310.5319
2024-05-31,3442.6384,3518.1072,3416.2222,3450.6815,457264.8787
2024-06-01,3463.2916,3533.1652,3442.2427,3533.1652,2635250.7263
2024-06-02,3526.7538,3542.3414,3443.809,3513.2359,1347768.434
2024-06-03,3514.6847,3552.377,3486.169,3530.8425,626951.7218
2024-06-04,3524.7751,3596.9407,3504.1277,3593.97,412255.4556
2024-06-05,3588.4865,3645.2617,3556.4384,3623.0003,136960.6303
2024-06-06,3640.9334,3653.8421,3566.246,3600.1499,312283.9225
2024-06-07,3606.1023,3620.5277,3434.2214,3485.483,113542.1525
2024-06-08,3473.9799,3502.4306,3473.9799,3483.6687,593658.3885
2024-06-09,3489.0589,3525.7926,3474.8204,3513.8352,377976.423
2024-06-10,3513.0848,3524.9721,3451.052,3489.0711,1190554.9662
2024-06-11,3483.2737,3483.3461,3276.3822,3337.6925,740364.7253
2024-06-12,3336.6713,3483.2788,3314.6861,3413.7988,477986.7981
2024-06-13,3403.2501,3403.2637,3285.5437,3311.9374,1581598.4334
2024-06-14,3315.0975,3368.3434,3222.3626,3333.2479,136431.6261
2024-06-15,3331.3995,3429.6236,3331.3798,3405.729,355808.653
2024-06-16,3403.1727,3494.2104,3390.8321,3480.6063,950596.1569
2024-06-17,3470.3068,3470.5344,3341.2139,3354.9671,223469.3249
2024-06-18,3354.9714,3355.0579,3253.2086,3288.4065,77755.1927
